שם חברה,תאור של ארגון רכש,תקנה תקציבית,תיאור תקנה תקציבית,הזמנת רכש,מטרת התקשרות,תאריך יצירת ההזמנה,סיום תקופת תוקף,קוד ספק,שם הספק,"ערך ההזמנה כולל מע""מ",מטבע,"ביצוע חשבוניות במטבע מקומי כולל מע""מ והצ",אופן רכישה,"מס' פנייה במנו""ף/מנור""",סיבת פטור,הזמנה רגישה
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501012364,תשלומי אגרה בנסיעה בכביש 6,01-27-15,12-31-15,0040003724,"דרך ארץ הייווייז (1997) בע""מ",16520,ILS,14358.28,תקנה 14ב - מכרז מרכזי,כביש 6,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501012366,תשלומי דלק,01-27-15,12-31-15,0040003711,"פזומט מקבוצת פז בע""מ",944000,ILS,887375.52,תקנה 14ב - מכרז מרכזי,511806,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501012366,תשלומי דלק,01-27-15,12-31-15,0040003711,"פזומט מקבוצת פז בע""מ",47200,ILS,43119.94,תקנה 14ב - מכרז מרכזי,511806,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501012366,תשלומי דלק,01-27-15,12-31-15,0040003711,"פזומט מקבוצת פז בע""מ",1296000,ILS,1218705.8799999999,תקנה 14ב - מכרז מרכזי,511806,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501012366,תשלומי דלק,01-27-15,12-31-15,0040003711,"פזומט מקבוצת פז בע""מ",47200,ILS,45937.65,תקנה 14ב - מכרז מרכזי,511806,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501012366,תשלומי דלק,01-27-15,12-31-15,0040003711,"פזומט מקבוצת פז בע""מ",177000,ILS,154876.28,תקנה 14ב - מכרז מרכזי,511806,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501012370,תשלומים לחב' פלאפון לשנת 2015,01-27-15,12-31-15,0040001174,"פלאפון תקשורת בע""מ",1352000,ILS,931093.78,תקנה 14ב - מכרז מרכזי,513591,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501012370,תשלומים לחב' פלאפון לשנת 2015,01-27-15,12-31-15,0040001174,"פלאפון תקשורת בע""מ",295000,ILS,245949.13,תקנה 14ב - מכרז מרכזי,513591,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501012370,תשלומים לחב' פלאפון לשנת 2015,01-27-15,12-31-15,0040001174,"פלאפון תקשורת בע""מ",118000,ILS,116817.53,תקנה 14ב - מכרז מרכזי,513591,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501012370,תשלומים לחב' פלאפון לשנת 2015,01-27-15,12-31-15,0040001174,"פלאפון תקשורת בע""מ",118000,ILS,102662.93,תקנה 14ב - מכרז מרכזי,513591,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501012884,נקודת תקשורת מטה הרשות,01-28-15,,0040514141,"מגלקום בע""מ",11960.27,ILS,12062.49,תקנה 14ב - מכרז מרכזי,16.3.4,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501013054,שירותי מסגר,01-28-15,,0041116021,לוי משה,9794,ILS,9794,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501013055,שירותי מסגר,01-28-15,,0041044507,לוי אודלי,2891,ILS,2891,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501013772,יום הדרכה תוכניות עבודה 2015,01-29-15,,0040158741,"מקום. ערכים ויוזמות - אדם בנוף בע""מ",40143.599999999999,ILS,34020,מכרז פומבי עם הליך תחרותי נוסף ממוכן,יום הדרכה תוכניות עבודה 2015,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110273,הוצאות יציאה של זרים,4501013791,טיסות של מורחקים/ יוצאים מרצון,01-29-15,,0041003244,משרד סוכנות/האוצר נסיעות ממשלתית,25750000,ILS,17972611.260000002,תקנה 14ב - מכרז מרכזי,טיסות של מורחקים/ יוצאים מרצון,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501013847,מנוי חודשי לעיתונות,01-29-15,,0040001417,"ג'רוזלם פוסט בע""מ",4587.84,ILS,4587.84,תקנה 14ב - מכרז מרכזי,9999,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501013866,נקודת תקשורת מגדל העיר,01-29-15,,0040514141,"מגלקום בע""מ",8731.7800000000007,ILS,8806.41,תקנה 14ב - מכרז מרכזי,16.3.4,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501013900,ארנונה לשנת 2015,01-29-15,12-31-15,0020000238,עירית עכו,193211,ILS,191312,אחר,מדובר על תשלום לעיריה לטובת נכס רשות,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501013918,תחזוקת תוכנה,01-29-15,,0040552678,"פורטק תוכנה בע""מ",32686,ILS,32686,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501014000,כרטיסי עובד חכמים לכלל עובדי הרשות,01-29-15,,0010000020,משרד ראש הממשלה,48675,ILS,48675,אחר,99,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501014078,תשתיות תקשורת בקרית הממשלה תל אביב,02-01-15,,0040004927,"מחצית היובל בע""מ",18318.18,ILS,18318.18,תקנה 14ב - מכרז מרכזי,מינהל הדיור,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120310,פעולות הנהלה,4501014174,ציוד משרדי יחידת אשרות,02-01-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3742.72,ILS,3742.71,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501014608,מערכת מעוז תחזוקה וארוח שרתים,02-01-15,,0010000028,משטרת ישראל,300000,ILS,0,לא בשימוש,,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501015284,ארנונה לשנת 2015,02-02-15,12-31-15,0020000224,עירית חולון,251300,ILS,125986.11,אחר,מדובר על תשלום לעיריה לטובת נכס רשות,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501015375,אספקת מחשבים לצורכי הרשות,02-02-15,09-24-15,0040001247,"הראל טכנולוגיות מידע בע""מ",110632.86,ILS,115522,תקנה 14ב - מכרז מרכזי,553417,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501015419,התקנת מרכזיה,02-03-15,,0040004770,"בזק בינלאומי בע""מ",3510,ILS,0,תקנה 14ב - מכרז מרכזי,"טלפוניה חשכ""ל",,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501015474,מחזיקי מפתחות ועטים,02-03-15,,0041118227,ליאור חסידוב ונועה גל,2360,ILS,2360,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501015506,"רכישת טלוויזה עבור יח' רשב""ג",02-03-15,,0040015936,"יניר מערכות בע""מ",2190.0700000000002,ILS,2190.08,תקנה 1ב - מכרז פומבי רגיל,1,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120310,פעולות הנהלה,4501015564,"מקרר למת""ש ירושלים",02-03-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2820.2,ILS,2820.2,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501015844,חלקי חילוף למדפסת צבעונית סמסונג 660,02-03-15,,0040001244,"דנגוט מחשבים בע""מ",221.01,ILS,238.76,תקנה 14ב - מכרז מרכזי,537981,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501015897,ארנונה לשנת 2015,02-03-15,12-31-15,0020000229,עירית אשקלון,2800,ILS,2740.7,אחר,מדובר על תשלום לעיריה לטובת נכס רשות,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501015897,ארנונה לשנת 2015,02-03-15,12-31-15,0020000229,עירית אשקלון,220000,ILS,224176.7,אחר,מדובר על תשלום לעיריה לטובת נכס רשות,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501015898,ארנונה לשנת 2015,02-03-15,12-31-15,0020000240,עירית עפולה,128000,ILS,127774.1,אחר,מדובר על תשלום לעיריה לטובת נכס רשות,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501015898,ארנונה לשנת 2015,02-03-15,12-31-15,0020000240,עירית עפולה,2100,ILS,2096,אחר,מדובר על תשלום לעיריה לטובת נכס רשות,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501015899,ארנונה לשנת 2015,02-03-15,12-31-15,0020000222,עירית הרצליה,80000,ILS,79087,אחר,מדובר על תשלום לעיריה לטובת נכס רשות,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501015900,ארנונה לשנת 2015,02-03-15,12-31-15,0020000014,עירית אשדוד,161000,ILS,155029.29999999999,אחר,מדובר על תשלום לעיריה לטובת נכס רשות,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501015900,ארנונה לשנת 2015,02-03-15,12-31-15,0020000014,עירית אשדוד,40000,ILS,33251.699999999997,אחר,מדובר על תשלום לעיריה לטובת נכס רשות,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501015901,ארנונה לשנת 2015,02-03-15,12-31-15,0020000221,עירית גבעתיים,52000,ILS,43309.599999999999,אחר,מדובר על תשלום לעיריה לטובת נכס רשות,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110110,פעולות הנהלה,4501016155,פרסומים שוטפים לשנת 2015,02-04-15,12-31-15,0010000021,לשכת הפירסום הממשלתי,100000,ILS,69739.3,פטור ממכרז,9999,תקנה 3(29) - ספק יחיד,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501016368,פנסים מהבהבים לרכב,02-04-15,,0040157514,"פלדמן איבזור רכב בע""מ",1579.5,ILS,0,פטור ממכרז,9999,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501016478,חניות מנויים לעובדי לשכת רמלה,02-04-15,12-31-15,0040443393,"תפוז ייזום ופיתוח תחנות בע""מ",215233.92000000001,ILS,141573.34,תקנה 14ב - מכרז מרכזי,5,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501016915,ארנונה לשנת 2015,02-05-15,12-31-15,0020000082,מ. מ. עומר,152600,ILS,152539.6,תשלומי חשמל/מים/ארנונה/כבישי אגרה,מדובר על תשלום לעיריה לטובת נכס רשות,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501016929,שירותי לינת עובד אקראית הוראת תכם,02-05-15,,0040220660,"משואה למלונאות ונופש בע""מ",31941,ILS,13763.1,פטור ממכרז,9999,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501017113,הסכם משקי,02-05-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3159,ILS,1593,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501017161,עבודות חשמל,02-08-15,,0040355171,אסרף יצחק,6029.8,ILS,6029.8,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110201,פיתוח וניהול מערכת,4501017358,תחזוקה ופיתוח מערכת אביב,02-08-15,12-31-16,0040001162,"היולט-פקרד (ישראל) בע""מ",50670420.619999997,ILS,28947265.510000002,פטור ממכרז,167792,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501017358,תחזוקה ופיתוח מערכת אביב,02-08-15,12-31-16,0040001162,"היולט-פקרד (ישראל) בע""מ",2764851.03,ILS,676221.89,פטור ממכרז,167792,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501017522,שירותי תיקון דלתות כספת,02-08-15,,0040922288,כהן אבישי עזיזי,2925,ILS,1232.5,פטור ממכרז,98,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501018039,ציוד עבור מנהל אכיפה וזרים,02-09-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",6785,ILS,6785,תקנה 14ב - מכרז מרכזי,529619,,לא
