שם חברה,תקנה תקציבית,תיאור תקנה תקציבית,הזמנת רכש,מטרת התקשרות,תאריך יצירת ההזמנה,סיום תקופת תוקף,קוד ספק,שם הספק,"ערך ההזמנה כולל מע""מ",מטבע,"ביצוע חשבוניות במטבע מקומי כולל מע""מ והצ",אופן רכישה,סיבת פטור,"מס' פנייה במנו""ף/מנור""",הזמנה רגישה
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501024275,"טונרים הוצל""פ ת""א בית אמות  רבעון א 2015",02-16-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1729.66,ILS,1744.44,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501024270,"טונרים הוצל""פ ת""א הדר דפנה  רבעון א 2015",02-16-15,,0041097839,"גטר גרופ בע""מ",5625.72,ILS,6209.79,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501024269,"טונרים הוצל""פ ת""א רבעון א 2015",02-16-15,,0041097839,"גטר גרופ בע""מ",10765.87,ILS,11860.98,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501024274,"טונרים הוצל""פ ת""א רבעון א 2015",02-16-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1729.66,ILS,1744.44,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501024272,"טונרים כפ""ס  רבעון א 2015",02-16-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3459.32,ILS,3488.88,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501024263,טונרים למנהלת גבייה רבעון א 2015,02-16-15,,0041097839,"גטר גרופ בע""מ",2153.17,ILS,2345.91,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501024265,טונרים לשכות מחוז דרום רבעון א 2015,02-16-15,,0041097839,"גטר גרופ בע""מ",3229.76,ILS,3526.94,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501024276,טונרים לשכות מחוז מרכז רבעון א 2015,02-16-15,,0041097839,"גטר גרופ בע""מ",34613.379999999997,ILS,38157.22,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501024029,טונרים לשכות מחוז צפון רבעון א 2015,02-16-15,,0040001244,"דנגוט מחשבים בע""מ",7609.26,ILS,0,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501024030,טונרים לשכות מחוז צפון רבעון א 2015,02-16-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",7430,ILS,0,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501024036,טונרים לשכות מחוז צפון רבעון א 2015,02-16-15,,0041097839,"גטר גרופ בע""מ",18493.39,ILS,20499.55,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501024264,טונרים מסלול מקוצר  רבעון א 2015,02-16-15,,0041097839,"גטר גרופ בע""מ",4607.79,ILS,4947.46,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501023878,רכישת קורא אשראי,02-16-15,,0040004149,י א מיטווך ובניו בעמ,18369,ILS,18526,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501024004,תשלומי צריכת מים,02-16-15,12-31-15,0020000551,"מי רקת טבריה בע""מ",1888,ILS,1073.4100000000001,פטור ממכרז,תקנה 3(29) - ספק יחיד,?,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501026245,טפסים ודיוור רשות האכיפה והגבייה,02-18-15,01-31-16,0040182817,דפוס בארי שותפות מוגבלת,13949152.34,ILS,12535552.68,פטור ממכרז,תקנה 3ג - מימוש זכות ברירה,563481,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501026158,מברקים רשות האכיפה והגבייה.,02-18-15,12-31-15,0040412859,"חברת דואר ישראל בע""מ-מברקים",1500,ILS,1094.0899999999999,פטור ממכרז,תקנה 3(29) - ספק יחיד,561967,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501025965,רכישת כרטיסי מסך,02-18-15,,0040004149,י א מיטווך ובניו בעמ,3393,ILS,3422,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",9999,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501025982,רכישת מפצלי מסך,02-18-15,,0040004149,י א מיטווך ובניו בעמ,2106,ILS,2124,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",9999,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501025956,רכישת ציוד היקפי למחשבים,02-18-15,,0040004149,י א מיטווך ובניו בעמ,3182.4,ILS,3209.6,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",9999,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501025080,"שעוני נוכחות ללשכת הוצל""פ חיפה החדשה",02-18-15,,0040004521,"סינאל מלל פייוויי בע""מ",2974.55,ILS,0,תקנה 14ב - מכרז מרכזי,,553419,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501025951,תשלום אגרת שילוט,02-18-15,,0020000247,עירית ראשון לציון,1312.6,ILS,1312.6,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501026509,"רדיאטור חשמלי עבור עמדת מתנדבים הוצל""פ תל אביב",02-19-15,,0040283533,"אמפראל בע""מ",337.12,ILS,340.01,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501026751,כיבוד עבור סדנאות מנהלים מחוז צפון- הערכת עובדים,02-22-15,,0041058922,"אדון שוקו שיווק 2008 בע""מ",1016.49,ILS,875.15,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501026792,"פירוק שלט ישן הוצל""פ חדרה",02-22-15,,0040001081,"לטרא סיסטמס בע""מ",1895.4,ILS,1911.6,תקנה 14ב - מכרז מרכזי,,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501027587,"הובלה הוצל""פ חיפה - אכלוס לשכה חדשה",02-23-15,,0040001366,אחים יששכר שרותים והובלות (1994) בע,48952.800000000003,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501027337,הוצאות תקשורת טלפוניה 2015,02-23-15,03-31-16,0040001591,"בזק החברה הישראלית לתקשורת בע""מ",4499938.96,ILS,3572646.29,תקנה 14ב - מכרז מרכזי,,537983,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501027684,"טונרים הוצל""פ ירושלים רבעון ד 2014",02-23-15,,0041097839,"גטר גרופ בע""מ",3880.84,ILS,4245.4799999999996,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501027627,כביש 6 רשות האכיפה והגבייה,02-23-15,12-31-15,0040003724,"דרך ארץ הייווייז (1997) בע""מ",6000.01,ILS,4216.29,תקנה 14ב - מכרז מרכזי,,98,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501027297,רכישת ספרות משפטית - עדכונים,02-23-15,,0040007045,"פרלשטיין גינוסר בע""מ",6690.23,ILS,6747.37,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",9999,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501027583,שירותי גריסה ומחזור,02-23-15,12-31-15,0040003698,"ק.מ.מ. מפעלי מיחזור בע""מ",21000,ILS,17517.77,תקנה 14ב - מכרז מרכזי,,537957,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501027598,שירותי שיפוץ,02-23-15,,0040579608,"חברת כיכר כיאט (2012) בע""מ",506744.55,ILS,0,פטור ממכרז,תקנה 3ג - מימוש זכות ברירה,?,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028055,"ציוד משרדי מטה רבעון א', 2015",02-24-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",19631.509999999998,ILS,19799.32,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028356,ריהוט עבור המטה,02-24-15,,0040503336,"רמות מגדלי הבירה בע""מ",18230.939999999999,ILS,14381.06,פטור ממכרז,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,9999,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028334,שכירת רכב חלופי - מנהלת מחוז צפון 03/2015,02-24-15,,0010000193,מינהל הרכב הממשלתי,315,ILS,315,תקנה 14ב - מכרז מרכזי,,?,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028837,ארנונה אילת,02-25-15,12-31-15,0020000147,עירית אילת,29150,ILS,28654.35,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028839,ארנונה אשדוד,02-25-15,09-30-15,0020000014,עירית אשדוד,172500,ILS,172332.35,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028840,ארנונה אשקלון 2015,02-25-15,12-31-15,0020000229,עירית אשקלון,616000,ILS,513044.2,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028841,ארנונה באר שבע 2015,02-25-15,12-31-15,0020000254,עירית באר שבע,595500,ILS,589957.9,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028843,ארנונה חדרה 2015,02-25-15,09-30-15,0020000223,עירית חדרה,283500,ILS,32121.4,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028846,ארנונה ירושלים 2015,02-25-15,09-30-15,0020000159,עירית ירושלים,1241548,ILS,1179492.77,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028847,"ארנונה כפ""ס 2015",02-25-15,09-30-15,0020000227,עירית כפר סבא,135000,ILS,135000,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028855,ארנונה נצרת עלית 2015,02-25-15,09-30-15,0020000100,עירית נצרת עילית,307500,ILS,296187.3,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028848,ארנונה נתניה 2015,02-25-15,09-30-15,0020000233,עירית נתניה,82500,ILS,61530.3,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028849,"ארנונה פ""ת 2015",02-25-15,12-31-15,0020000243,עירית פתח תקוה,153750,ILS,92371.3,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028850,ארנונה צפת 2015,02-25-15,09-30-15,0020000244,עירית צפת,105000,ILS,72789.100000000006,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028851,ארנונה קרית ביאליק 2015,02-25-15,09-30-15,0020000259,עירית קרית ביאליק,101250,ILS,77129.399999999994,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028852,ארנונה קרית שמונה 2015,02-25-15,09-30-15,0020000157,עירית קרית שמונה,32250,ILS,32239.200000000001,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028853,ארנונה ראשון לציון 2015,02-25-15,09-30-15,0020000247,עירית ראשון לציון,142500,ILS,142491.70000000001,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028854,ארנונה רחובות 2015,02-25-15,12-31-15,0020000248,עירית רחובות,9000,ILS,8678,פטור ממכרז,תקנה 3(16) - רשות מקומית,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028845,"השתתפות בעלות השתתפות  בהשתלמויות רשמים של ה""בה",02-25-15,,0010000175,הנהלת בתי משפט,7392,ILS,0,אחר,,משרד ממשלתי,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028588,"סבסוד מזנון רמלה +כיבוד מוצל""פ 03-07/2015",02-25-15,,0040514563,ביטון ערן,581.22,ILS,314.13,תקנה 14ב - מכרז מרכזי,,?,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028836,ציוד משרדי מטה רשות האכיפה והגבייה רבעון א 2015,02-25-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2161.29,ILS,2179.77,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501028842,קורס רכש ותשלומים לעובדי הרכש והתשלומים 2015,02-25-15,,0010000025,משרד האוצר,5000,ILS,0,אחר,,משרד ממשלתי,לא
רשות האכיפה והגבייה,08550111,פעולות,4501029000,"איתורים 2015 כפ""ס",02-26-15,,0040543503,מנסור עומר,13104,ILS,6125.28,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550111,פעולות,4501029006,"איתורים 2015 כפ""ס, נתניה",02-26-15,,0040543566,אבו ראס הנאדי,22211.279999999999,ILS,9996.51,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550111,פעולות,4501029043,איתורים 2015 מחוז צפון,02-26-15,,0040011752,כריים ואיל,82357.490000000005,ILS,30255.06,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550111,פעולות,4501029036,איתורים 2015 עכו,02-26-15,,0040543569,ח'לאילה יאסר,50396.58,ILS,14980.53,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550111,פעולות,4501029042,איתורים 2015 עכו,02-26-15,,0040562074,עבד אל עזיז עדנאן,19598.669999999998,ILS,15120.52,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501029271,"טפסי הוצל""פ פריסה ארצית",02-26-15,,0040004338,"דפוס ציון בע""מ",26195.17,ILS,26195.17,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
