שנה ראשונה,מספר סעיף,שם הסעיף,הוצאה ברוטו,"מספרי סעיפים בשנה הקודמת, מופרדים בפסיקים"
2000,C00947901,"הכנסות בי""ח צפת",172701,
2000,C00948101,"הכנסות מרכז רפואי      עירוני ממשלתי ת""א יפו",712667,
2000,C00957205,הכנסות נמל חדרה,22169,
2000,C00987211,דמי חכירה שנתיים,212498,
2000,C00987221,הכנסות שונות,182782,
2000,C00987301,דמי היתר,4547,
2000,C00987302,דמי הסכמה,21282,
2000,C00987313,דמי חכירה מהוונים      מהקצאת קרקע במכרזים,2539593,
2000,C00987314,דמי חכירה מהוונים אחרים,697279,
2000,C00987315,מכירת מקרקעין,179731,
2000,C00987331,הכנסות שונות,1592,
2001,C00001302,מס קניה מוצרי יבוא,9000000,
2001,C00202816,יוזמות ופעולות מיוחדות,227,
2001,C00230881,טיפול קהילתי באוטיסטים,6034,
2001,C00300214,סיוע לאוכלוסיות יחודיות,26532,
2001,C00300215,פעולות עם נוער עולה,1558,
2001,C00300411,פעולות קליטה בקהילה    ושילוב תרבויות,45269,
2001,C00706911,פעולות שונות,3018,
2001,C00732301,רזרבה להתייקרויות,22570,
2002,C00040253,תמיכות בארגוני הנצחה,1702,
2002,C00050231,אגף שכר והסכמי עבודה,5431,
2002,C00070103,שירותים מרכזיים,14817,
2002,C00070107,רזרבה להתייקרויות,2078,
2002,C00071009,שמירה וביטחון,3949,
2002,C00202306,הלוואות מותנות לתלמידי סמינרים,29054,
2002,C00202706,חינוך טכנולוגי ומדעי,74288,
2002,C00203122,תרבות יהודית,13294,
2002,C00210501,רזרבה להתייקרויות,166088,
2002,C00230133,ועדות ערר,2156,
2002,C00231095,רזרבה לנושאים חברתיים,18000,
2002,C00250134,רזרבה להתייקרויות,53110,
2002,C00260801,האגף לחומרים מסוכנים,9673,
2002,C00340401,מחשוב ומערכות מידע,1617,
2002,C00360101,שירותים מרכזיים,66693,
2002,C00380201,"מענקי מחקר ופיתוח עפ""י חוק לעידוד מו""פ בתעשייה",507797,
2002,C00701101,רזרבה להתייקרויות אשראי,116885,
2002,C00706701,תכנון ופיקוח,62422,
2002,C00706909,בנייה כפרית,78531,
2002,C00760109,פיתוח אזורי תעשייה     חדשים באיזורי פיתוח,79080,
2002,C00941205,העברת הכנסות בתי חולים ממשלתיים למאגר הכנסות  מרכזיות,327138,
2003,C00020701,"שירותי משרד ליו""ר כנסת לשעבר",700,
2003,C00050306,"אגף לקשרים בינ""ל",2941,
2003,C00050316,מינהל הכנסות המדינה,4239,
2003,C00080109,תלונות הציבור על שופטים,1888,
2003,C00080704,בתי דין שרעיים ודרוזיים,13905,
2003,C00130101,פיצויים לנפגעים ונזקי  רכוש במקרים חריגים,980,
2003,C00150102,תקציב הביטחון,41181207,
2003,C00230622,טיפול קהילתי וביתי,72123,
2003,C00243030,הפחתות שירותי מכבסה,4101,
2003,C00270801,רזרבה להתייקרויות,634414,
2003,C00290825,רזרבה,3590,
2003,C00520106,פרוייקטים במחשוב,55658,
2003,C00540501,שכר,3219,
2003,C00540502,פעולות הרשות,13679,
2003,C00670205,תשתיות לשילוב חולי נפש בקהילה,2940,
2003,C00680901,רזרבה להתייקרויות,1327,
2003,C00707002,מודיעין,40000,
2003,C00830603,גופים במשבר - מימון,519891,
2003,C00890309,פעולות המדפיס,48017,
2003,C00890401,רזרבות להתייקרויות,2222,
2003,C00898901,הכנסות המדפיס,74725,
2004,C00040801,מועצות דתיות,70152,
2004,C00040802,שירותי דת,49612,
2004,C00040804,רזרבות,3803,
2004,C00040901,שכר,3438,
2004,C00040903,אמרכלות,2804,
2004,C00040904,מיכון,272,
2004,C00040905,הסברה אירועים,398,
2004,C00040906,פעולות למען הכשרות,460,
2004,C00040907,פעולות הרבנות הראשית,2858,
2004,C00080801,שכר,53049,
2004,C00080803,הנהלת בתי הדין הרבניים,4547,
2004,C00080804,אמרכלות,13805,
2004,C00080805,מיכון,296,
2004,C00080806,רזרבות,2223,
2004,C00080807,בתי הדין הרבניים,466,
2004,C00203801,רזרבה להעברה למוסדות   ציבור,28589,
2004,C00203804,תמיכה בכוללים,260086,
2004,C00203811,תמיכות ומענקים למוסדות,120109,
2004,C00203812,תמיכות ומענקים למוסדות תורה,13346,
2004,C00203815,תמיכה בישיבות הסדר,32689,
2004,C00241920,תמיכות והעברות לבתי    חולים ציבוריים,358901,
2004,C00290817,רשם הקבלנים,642,
2004,C00320501,תמיכות במוצרים         ציבוריים,43387,
2004,C00321001,משק לשעת חירום,1000,
2004,C00321002,הוצאות משק הדלק,81081,
2004,C00321003,רזרבה להתייקרויות,4295,
2004,C00400302,אגף מערכות מידע,12165,
2004,C00400303,מינהל התנועה,21373,
2004,C00400601,השירות המטאורולוגי,12628,
2004,C00406001,רזרבות - תחבורה,6547,
2004,C00707006,ראש העין,16150,
2004,C00793002,כבישים עירוניים,739379,
2004,C00794201,פיתוח אחר,17145,
2004,C00830602,רכבת ישראל,1900000,
2004,C00940201,"בי""ח ע""ש רמב""ם חיפה    הוצאות שכר",664816,
2004,C00947201,"הכנסות רמב""ם",948297,
2005,C00020501,תוספת מבנה,41700,
2005,C00040120,מערך הגיור,7140,
2005,C00040401,רזרבה למשרד ראש הממשלה,51180,
2005,C00040610,סיוע לפרטים - מגורים   ומענקים,1197470,
2005,C00040611,סיוע לפרטים - תעסוקה,126000,
2005,C00040612,סיוע לעסקים,620000,
2005,C00040614,מימון פעולות משרדי     הממשלה,2056000,
2005,C00040806,פתוח בתי עלמין,15220,
2005,C00040908,רזרבות להתייקרויות,914,
2005,C00070299,רזרבה להתייקרויות      ועמידה ביעד ההוצאה,269516,
2005,C00122001,רזרבה,307630,
2005,C00130123,"פדיון אג""ח וניהול      הלוואות",15720,
2005,C00202620,גידול טבעי במערכת      החינוך,166100,
2005,C00203301,כח אדם,76176,
2005,C00203302,הפקות עצמיות,7230,
2005,C00203303,הוצאות שידור,10088,
2005,C00203304,הנהלה וכלליות,21852,
2005,C00241306,מזרע - בית חולים לחולי נפש  (300+20 מיטות),147224,
2005,C00241316,טירת הכרמל - מרכז      לבריאות הנפש (228+25   מיטות),142434,
2005,C00241326,לב השרון - בית-חולים   לחולי נפש (260+20      מיטות),113966,
2005,C00241346,באר יעקב - מרכז        לבריאות הנפש (360+40   מיטות),190296,
2005,C00241356,רמלה - מרכז לבריאות    הנפש ארצי ליד בית      הסוהר (70 מיטות),13556,
2005,C00241366,"בי""ח מאוחד לחולי נפש   איתנים - כפר שאול      (330+30)",164889,
2005,C00241381,באר-שבע - מרכז לבריאות הנפש (270+60+25 מיטות),143451,
2005,C00260601,קרן זיהום הים,8978,
2005,C00290601,שכר,268038,
2005,C00290803,חשבות,1228,
2005,C00290805,השתתפויות,33200,
2005,C00320809,תמיכות שונות,124000,
2005,C00332818,מטה ופעולות מרכזיות,57718,
2005,C00332821,רזרבה להתיקרויות חטיבה (תורנית),4114,
2005,C00361310,יחסי עבודה,7138,
2005,C00361311,איגוד שיתופי,401,
2005,C00361312,פיקוח על בטיחות,539,
2005,C00361313,יחידה לבטיחות תעסוקתית,53570,
2005,C00361314,רישום מהנדסים ואדריכלים,997,
2005,C00361315,פיקוח על חוקי עבודה,280,
2005,C00361414,היחידה לכח אדם בשעת    חירום,2206,
2005,C00361422,האגף לתעסוקת נשים,666755,
2005,C00361517,שירותים מרכזיים,24916,
2005,C00361518,לשכות שרות התעסוקה,131832,
2005,C00361521,אמרכלות,95425,
2005,C00361523,מחשוב,24767,
2005,C00361525,רזרבה להתייקרויות,13574,
2005,C00361701,מטה האגף,188,
2005,C00361702,שרותים פדגוגיים,2540,
2005,C00361704,בחינות מקצועיות,9532,
2005,C00361705,רשום חשמלאים,580,
2005,C00361706,מטה הכשרת טכנאים,11658,
2005,C00361707,מטה הכשרת נוער,4254,
2005,C00361709,מרכזי הכשרה ממשלתיים,27964,
2005,C00361710,"הכשרת כ""א בתחבורה",11940,
2005,C00361711,קורסים למבוגרים,177840,
2005,C00361712,ביטוח למבוגרים,11476,
2005,C00361713,הכשרת הנדסאים וטכנאים,281348,
2005,C00361714,הכשרה מקצועית - נוער,73747,
2005,C00361715,הכשרת נוער פר תלמיד,531118,
2005,C00361718,אימון מקצועי לנוער,4414,
2005,C00362401,רזרבה,99576,
2005,C00362402,רזרבה להתייקרויות,78268,
2005,C00430105,עבודות עבור גורמי חוץ,27257,
2005,C00510101,פעולות מרכזיות,3526,
2005,C00520130,רזרבה להתייקרויות      ולעמידה ביעד ההוצאה,5840,
2005,C00530201,פיתוח משרד המשפטים,32578,
2005,C00670203,מוסדות ציבוריים,5296,
2005,C00706926,מבצע מכירת דירות הדיור הציבורי לדייריהן,139700,
2005,C00707003,אלעד,15000,
2005,C00707007,חומת שמואל,30000,
2005,C00793105,תחבורה ציבורית,294000,
2005,C00941001,"בי""ח עירוני ממשלתי חיפההוצאות שכר",465482,
2005,C00941002,"בי""ח עירוני ממשלתי חיפהקניות",70578,
2005,C00947401,"הכנסות בי""ח נהריה -",849212,
2005,C00948001,"הכנסות בי""ח עירוני     ממשלתי בני-ציון, חיפה",536060,
2006,C00020303,שכר צוות פרלמנטי -     סיעות,12360,
2006,C00020801,גימלאות חברי כנסת,132000,
2006,C00042101,שכר,12732,
2006,C00042102,אמרכלות,32068,
2006,C00042103,קידום הנגב והגליל,180288,
2006,C00050217,מנהל הרכש,11428,
2006,C00080110,מנהלת יחידות מקצועיות,57666,
2006,C00130105,הוצאות שונות,80000,
2006,C00230101,מטה המשרד - כוח אדם,220170,
2006,C00230680,מעונות ממשלתיים - כוח  אדם,19507,
2006,C00230681,מעונות ממשלתיים לנכים  (מעון נכים נתניה ומעון סן סימון),8266,
2006,C00231110,קציני מבחן נוער        ומבוגרים,133814,
2006,C00231120,מעונות ממשלתיים - רשות חסות הנוער,28542,
2006,C00231206,התקנות המשרד,1000,
2006,C00241026,נתניה - מרכז גריאטרי   (495+10 מיטות),109298,
2006,C00241027,נתניה - שרותי מכבסה-לידמרכז גריאטרי,78,
2006,C00241036,ראשון לציון - מרכז     גריאטרי (340+25מיטות),58205,
2006,C00243110,עתודה להסכמי תקינה,15894,
2006,C00243111,רזרבה לקליטת עובדי     האגודה לבריאות הציבור  וקרן המחקרים,12,
2006,C00300111,הנהלת המשרד - הסברה,884,
2006,C00340102,אמרכלות ופעולות,19780,
2006,C00400501,רשות התעופה האזרחית,31500,
2006,C00830502,פעולות מיוחדות,30678,
2006,C00830503,ממשל זמין,54441,
2006,C00830701,מימון תוכניות הבראה    גופים במשבר,600000,
2007,C00002507,אגרות,9800000,
2007,C00008301,מלוות סחירים,100450000,
2007,C00008302,מלוות לא סחירים,6800000,
2007,C00008401,מלוות העצמאות והפיתוח,8346000,
2007,C00008402,מלוות באמצעות ערבויות,4130000,
2007,C00008403,מלוות אחרים,8626000,
2007,C00030102,אבטחת שרים,153200,
2007,C00040112,המינהלה לפרוייקטים,221452,
2007,C00040809,פיתוח מבני דת,49164,
2007,C00050320,אגף שוק ההון ביטוח,40330,
2007,C00050801,רזרבה לפעולות משרד,24000,
2007,C00051011,תפעול היחידה - כח אדם,96414,
2007,C00060514,רזרבות,3110,
2007,C00060903,רזרבות,812,
2007,C00071020,רזרבה להתייקרויות,81160,
2007,C00080102,ייעוץ משפטי לממשלה,42066,
2007,C00080105,רשות למשפט וטכנולוגיה,6934,
2007,C00080107,הרשות ליישום חוק איסור,15998,
2007,C00080304,האפוטרופוס הכללי וכונס,351909,
2007,C00110103,אורחים ושתוף פעולה     בינלאומי,600,
2007,C00110206,"ביקורת בחו""ל",100,
2007,C00121101,גמלאות מקופת המדינה,12184738,
2007,C00121102,"גמלאות עפ""י הסכמים",1125800,
2007,C00121201,הסדר קרנות הפנסיה,4000000,
2007,C00121301,תפעול מנהלת הגמלאות,43514,
2007,C00130110,שיפוי רשויות מקומיות,108128,
2007,C00143001,הכנות לקראת הבחירות,19996,
2007,C00161008,מיגון יישובי סובב עזה,95060,
2007,C00180101,מענקים שוטפים לרשויות,6607382,
2007,C00180303,הדרכה מחקרים וייעוץ,23580,
2007,C00192109,רשות העתיקות,80000,
2007,C00202116,"הרשות הארצית למדידה    והערכה (ראמ""ה)",85502,
2007,C00202117,פעולות בשיתוף משרד     המדע התרבות והספורט,17550,
2007,C00202206,ביטחון ובטיחות במוסדות,116594,
2007,C00202311,פיתוח מנהיגות בית      ספרית,10233,
2007,C00202405,הוראת המקצועות תוכניות,246123,
2007,C00202705,הוראת המקצועות תוכניות,174122,
2007,C00202709,שכר לימוד על יסודי,8895206,
2007,C00202712,קידום ועידוד החינוך העל,79920,
2007,C00202715,תמיכה בנוער מחונן,10908,
2007,C00202716,פעולות יוזמות בחינוך,18598,
2007,C00202808,תמיכה בבתי ספר,133100,
2007,C00202809,חינוך ימי תמיכה,90516,
2007,C00202820,שכר לימוד על יסודי,1567496,
2007,C00230110,שרותים מרכזיים משרד,8438,
2007,C00231014,אירגון ומינהל ברשויות,5234,
2007,C00231165,השרות לטפול בנערות,43674,
2007,C00231171,רשות חסות הנוער -,87589,
2007,C00250132,תגמולים והענקות נכי,1912500,
2007,C00301001,תוכנית לעידוד העלייה   וקליטתה לשנים 2009-2007,120394,
2007,C00320404,"מלאי חירום (מל""ח)",134956,
2007,C00361317,נציבות לשוויון בעבודה,3230,
2007,C00370212,המרכז לפיתוח המקומות     הקדושים,6384,
2007,C00400301,משרד התחבורה- תפעול,309406,
2007,C00400701,הרשות הלאומית לבטיחות,480000,
