budget_code,publication_id,reason,description,volume
20210504,548522,3(29),התקשרות עם חב' SPL לביצוע תמיכה תחזוקה שנתית לתוכנות ADABAS ותוכנות בסיס. לפי תקנה 3(29).,"1,833,702.3"
20210504,548521,3(29),התקשרות עם חב' ג'ניוס למשך שנה לצורך חידוש רישיונות שימוש בתוכנת SPSS לפי תקנה 3(29).,"379,122.2"
20210504,548520,3(29),התקשרות עם חב' HP לביציע תחזוקת שרתי HP וציוד נילווה במשך שנה לפי תקנה 3(29).,"709,910.42"
20210504,548519,3(29),התקשרות עם חברת אס.פי דאטא לצורך תחזוקה ותמיכה לריגישונות שימוש בתוכנת QLIK VIEW לפי תקנה 3(29).,"157,178.45"
20210504,548518,3(29),התקשרות עם חב' אורקל לצורך קבלת תמיכה טכנית ותחזוקה לרישיונות תוכנה לפי תקנה 3(29),"479,209.54"
20240869,548517,3ג,"הארכת התקשרות במסגרת המכרז והחוזה עם המרכז האוניברסיטאי אריאל בשומרון לאספקת שירותי מומחים בתחומים שונים בנושאי פעילות שפ""י לפי תקנה 3ג.",2000000
20240870,548516,3ג,"הארכת התקשרות במסגרת המכרז עם חברת כרמל מערכות מיכלים בע""מ לתכנון הפקה והפצה של ערכת למידה בנושא השימוש באלכוהול לפי תקנה 3ג.",300900
20241484,548515,3ג,"הרחבת התקשרות עם מרכז הקונגרסים לפי תקנה 3ג לפי הצעת מחיר של מרכז הקונגרסים שניתנה לאחר ביקור היחידה לאבטחת אישים במקום ודרישותיה לצורך תוספת סדרנות וכח אדם וכן תכנים לקיום חידון התנ""ך הארצי למבוגרים.","40,804.4"
20271041,548318,3(4)(ב)(3),"ועדת הרכישות המשרדית ממליצה לוועדת הפטור בחשכ""ל לאשר המשך התקשרות עם חברת הדואר, למסגרת שנה חמישית למכרז 44/11.09 , מעבר למימוש זכות ברירה, לתקופה 15/4/14 - 31/12/14, לאחסון מעטפות שאלוני בחינות הבגרות של מועדי קיץ וחצב בהיקף של 51000 מעטפות בעלות כוללת של 3,322,000 ש""ח לא כולל מע""מ.",3919960
20241465,548285,3ג,"הרחבת התקשרות במסגרת המכרז עם אנ""א למתן שרותים להפעלת סמינרים ומחינות בתנאי פנימיה לתלמידים, מדריכים רכזי טיולים בית סיפריים לרכזי חינוך חברתי ולמורים בחינוך העל יסודי ובחינוך הבלתי פורמלי. לפי סעיף 3ג.","297,033.73"
20261145,548201,3(29),"ועדת הרכישות המשרדית אישרה הרחבת התקשרות עם מרכז הספר והסיפריות בישראל כספק יחיד , לרכישת ספרי קריאה במסגרת פרוייקט ספרית פיג'מה, לתקופה נובמבר - 2013 - פברואר 2014, בהיקף כולל של 1,599,411 ש""ח כולל מע""מ וזאת במסגרת מימוש זכות ברירה בחוזה.",1599433
20241853,548183,3(19)(א),"התקשרות בפטור ממכרז לפי תקנה 3(19) עם הסוכנות היהודית לצורך הפעלת תוכנית לקידום תחום העמיות היהודית ובכלל זה סדנאות עמיות, מפגשי קהילה, אומנות ותרבות, פיתוח תוכן ומערכי לימוד.",3996050
20210855,548010,3ג,"ועדת הרכישות המשרדית אישרה הארכה והרחבת התקשרות עם חב' מממ-ייעוץ הנדסי בע""מ, במסגרת מימוש זכות ברירה לצורך תפעול ועדות לשקילת תארים שלישיים זרים,תארים ראשון ושני בלמדה מרחוק.",301392
20241412,548006,3ג,"ועדת הרכישות המשרדית אישרה הרחבת ההתקשרות עם ברנקו וייס לצורך העסקת גופים פדגוגיים לביצוע הוראה וחניכה במסגרת יישום תוכניות קדם עתידיות לקידום תלמידים, במסגרת מימוש זכות ברירה.",1947337
20271041,548005,3ג,"המשך התקשרות עם א.מ.ן ארגון ומדעי ניהול בע""מ וסיסנת תוכנה בע""מ למסגרת השנה השנייה למכרז בנושא ארגון והפעלה של מרכז בדיקה לבחינות בגרות והגמר במסגרת מימוש זכות ברירה",31948842
20271041,548003,3ג,"הארכת התקשרות עם חברת דואר ישראל בע""מ למסגרת השנה הרביעית למכרז במסגרת מימוש זכות ברירה למתן אחסון מאובטח למעטפות המכילות שאלוני בחינות בגרות.",1323960
20240591,547992,3ג,"ועדת הרכישות המשרדית אישרה הארכת התקשרות עם שיתופים במסגרת מימוש זכות ברירה, למתן שרותי סיוע לניהול השיח הבין מגזרי ולקידום יעדי המשרד שיפעל בשולחן עגול, לשנה שניה למכרז .",380250
20240555,547945,3ג,הארכת התקשרות לשנה שלישית במסגרת המכרז והחוזה עם רבקה שרגא - ייעוץ תקשורתי לארגון ימי עיון מחוזיים ואזוריים בנושא מגדר ושוויון בין המינים. חפי תקנה 3ג.,"1,064,855.6"
20240555,547943,3ג,"התקשרות במסגרת המכרז לשנה שלישית עם אקסיומה הישגים בהשכלה בע""מ להפעלת תכנית בתחום המגדר ושוויון בין המינים במערכת החינוך לפי תקנה 3ג.","899,938.8"
20220445,547942,3ג,"מאשרים התקשרות לשנה הרביעית במסגרת המכרז עם חברת ספר לכל שווק והפצה בע""מ","605,033.24"
20261542,547832,3ג,"התקשרות שנה רביעית במסגרת מימוש זכות הברירה במכרז 19/5.2010 - עריכת מבחני קבלה למחוננים מערערים, ו/או שלא נבחנו במועד הרגיל במגזר היהודי.",59160
20240901,547809,3(19)(ג),"וועדת הרכישות המשרדית ממליצה לועדת הפטור בחשכ""ל לאשר הארכת התקשרות עם "" עולמית"" , לתקופה 1/12/13 - 31/12/14, להמשך הפעלת פרוייקט "" מורשה "" במימון משותף של משרד החינוך, משרד התפוצות (במשרד ראש הממשלה) והסוכנות היהודית , בהיקף כולל של 20,000,000 ₪ ,מסך זה חלקו המשרד(כולל חלקו של משרד רוה""מ) 10 מיליון ₪ וחלקה של עולמית 10 מיליון ₪, בחלוקה לפי שנות תקציב כמפורט בתוכנית העבודה המצ""ב.",10000000
20241465,547793,3ג,"הארכת התקשרות עם אנ""א לביצוע סמינרים ומחנות בתנאי פנימייה לתלמידים למדריכים לרכזי טיולים בית ספריים, לרכזי חינוך חברתי ולמורים בחינוך העל יסודי ובחינוך הבלתי פורמלי, לנושא: סמינרים למנהיגות צעירה) לפי תקנה 3ג.","1,319,400.53"
20210506,547780,3(4)(ב)(3),שירותי תקשורת בתפעול מינהלת לשילוב יישומים מינהליים מתוקשבים במערכת החינוך. מכיון שלא אושר לנו בועדת הפטור להתקשר עד ליום 31.8.2014 אנחנו שוב פונים עם המלצת ועדת התקשוב העליונה שהמליצה על התקשרות עד ליום 31.8.2014.,7583801
20270650,547759,3ג,הארכת התקשרות עם המרכז האוניברסיטאי אריאל בשומרון לביצוע הטמעת תוכניות לימוד וחומרי למידה בתחומי הטכנולוגניה והמדעים לפי תקנה 3ג.,624550
20260577,547690,3(19)(א),"התקשרות בפטור ממכרז עם הסתדרות הציונית העולמית, לביצוע פרויקט ""שבת ישראלית בחיבור לערכי מפתח הל""ב"". לפי תקנה 3(19).",2000000
20220351,547626,3(4)(ב)(3),"ועדת היועצים של המשרד ממליצה לועדת הפטור באוצר לאשר הארכת התקשרות עם עו""ד גיתית שריקי לצורך קבלת שירותי עזרה משפטית לוועדת הערר עפ""י חוק פיקוח על בתי""ס , לתקופה 1/12/13 - 31/12/14, עם אופציה להארכה לשנים 2015 - 2016 בהיקף של 100 שעות חודשיות , בתעריפי חשכ""ל ליועצים - 213.6 ש""ח לשעה (80% מהתעריף - העסקה ממושכת) ללא מע""מ. סה""כ היקף ההתקשרות 302,457 כולל מע""מ.",302457
20241412,547625,3ג,"ועדת הרכישות המשרדית אישרה הארכת התקשרות עם חב' אקסיומה במסגרת מימוש זכות ברירה שהוגדרה במכרז להארכה למבגרת השנה השנייה והשלישלית 1/11/13 - 31/12/13 בהיקף של 2,299,460 ש""ח.",2299461
20241427,547511,3ג,"הארכת התקשרות במסגרת המכרז והחוזה לשנה שלישית עם עמותת מבראשית - תנועה חברתית רוחנית, להפעלת תוכנית חינוכית להעמקת הזהות האזרחית והזהות היהודית-ציונית. לפי תקנה 3ג",16061750
20260244,547503,3ג,"הרחבת התקשרות במסגרת המכרז והחוזה לשנה הראשונה עם חב' סייט אנד סאונד בע""מ להנחייה ליווי מעקב והפעלת תוכניות פדגוגיות שבאחריות אגף שח""ר לפי תקנה 3ג.","4,368,708.93"
20261542,547455,3(30),"התקשרות עם חינוך לפסגות בפטור מחובת מכרז לביצוע תוכנית ""חינוך לפסגות"" במיזם משותף. 3(30)",2769516
20270990,547446,3(4)(ב)(2),"הארכת התקשרות במסגרת השנה החמישית עם חב' גיאודע מעבר לזכות הברירה הכלולה במכרז לתפעול מערך קליטת המידע לתקצוב מדעי יהדות בחט""ב ובחט""ע.",653626
20220365,547444,3(4)(ב)(2),"הארכת התקשרות עם חב' מ.מ. ייעוץ הנדסי בע""מ למסגרת השנה החמישית מעבר לאופציה להארכה שנקבעה במכרז. להפעלת צוותי מומחים משתלבים למערך תכנון מערכות חינוך.",813197
20261553,547438,3(30),התקשרות בפטור עם המרכז לטכנולוגיה ורב תרבותיות סמינר קיבוצים להפעלת פרויקט תיקשוב חינוכי לתלמידים מצטיינים במסגרת תכנית אמירים במיזם משותף 3(30) .,183112
20261553,547162,3ג,התקשרות שנה שלישית במסגרת מימוש זכות הברירה במכרז 4/1.2011 - הפעלת ימי עיון ותוכניות העשרה בתחומי מדע ודעת שונים לתלמידים מחוננים ומצטיינים עם אוניברסיטת תל אביב.,384500
20271041,547096,3ג,"ועדת הרכישות המרכזית של המשרד אישרה הארכת התקשרות עם מרטנס הופמן, לשנה רביעית למכרז מס' 35/8.2010 בנושא: איתור ומעקב אחר קידומם של תלמידים למסגרות אקדמיות - קדם עתידים, 5/11/13 - 30/10/14, בהיקף כולל של 1,579,516 ש""ח כולל מע""מ, במסגרת האופציה שהוגדרה במכרז להארכה לשנה + 3 שנים נוספות.",1579516
20210349,547081,3(22),"מאשרים התקשרות בפטור ממכרז עפ""י תקנה 3(22) לתקנות חובת המכרזים, עם מומחה רפואי, פרופ' משה קוטלר, למתן חוות דעת של מומחה רפואי כקבוע בתקנה 127 לתקסד""א, במסגרת טיפול בתביעה שמספרה 26234-02-13, בבימ""ש השלום בכפר סבא. עלות כוללת: 23,000 ₪ לא כולל מע""מ לפי החלוקה: עבור חוות הדעת 16,000 ₪ עבור אבחון פסיכודיאגנוסטי 7,000 ₪. מתקנה 21-03-49. מס' ח.פ. של הספק פרופ' קוטלר 008258287.",27140
